image_path0,image_path1,label,writer_id,signature_id0,signature_id1
full_org/original_1_1.png,full_forg/forgeries_1_1.png,0,1,1,1
full_org/original_1_1.png,full_forg/forgeries_1_2.png,0,1,1,2
full_org/original_1_1.png,full_forg/forgeries_1_3.png,0,1,1,3
full_org/original_1_1.png,full_forg/forgeries_1_4.png,0,1,1,4
full_org/original_1_1.png,full_forg/forgeries_1_5.png,0,1,1,5
full_org/original_1_1.png,full_forg/forgeries_1_6.png,0,1,1,6
full_org/original_1_1.png,full_forg/forgeries_1_7.png,0,1,1,7
full_org/original_1_1.png,full_forg/forgeries_1_8.png,0,1,1,8
full_org/original_1_1.png,full_forg/forgeries_1_9.png,0,1,1,9
full_org/original_1_1.png,full_forg/forgeries_1_10.png,0,1,1,10
full_org/original_1_1.png,full_forg/forgeries_1_11.png,0,1,1,11
full_org/original_1_1.png,full_forg/forgeries_1_12.png,0,1,1,12
full_org/original_1_1.png,full_forg/forgeries_1_13.png,0,1,1,13
full_org/original_1_1.png,full_forg/forgeries_1_14.png,0,1,1,14
full_org/original_1_1.png,full_forg/forgeries_1_15.png,0,1,1,15
full_org/original_1_1.png,full_forg/forgeries_1_16.png,0,1,1,16
full_org/original_1_1.png,full_forg/forgeries_1_17.png,0,1,1,17
full_org/original_1_1.png,full_forg/forgeries_1_18.png,0,1,1,18
full_org/original_1_1.png,full_forg/forgeries_1_19.png,0,1,1,19
full_org/original_1_1.png,full_forg/forgeries_1_20.png,0,1,1,20
full_org/original_1_1.png,full_forg/forgeries_1_21.png,0,1,1,21
full_org/original_1_1.png,full_forg/forgeries_1_22.png,0,1,1,22
full_org/original_1_1.png,full_forg/forgeries_1_23.png,0,1,1,23
full_org/original_1_1.png,full_forg/forgeries_1_24.png,0,1,1,24
full_org/original_1_1.png,full_org/original_1_2.png,1,1,1,2
full_org/original_1_1.png,full_org/original_1_3.png,1,1,1,3
full_org/original_1_1.png,full_org/original_1_4.png,1,1,1,4
full_org/original_1_1.png,full_org/original_1_5.png,1,1,1,5
full_org/original_1_1.png,full_org/original_1_6.png,1,1,1,6
full_org/original_1_1.png,full_org/original_1_7.png,1,1,1,7
full_org/original_1_1.png,full_org/original_1_8.png,1,1,1,8
full_org/original_1_1.png,full_org/original_1_9.png,1,1,1,9
full_org/original_1_1.png,full_org/original_1_10.png,1,1,1,10
full_org/original_1_1.png,full_org/original_1_11.png,1,1,1,11
full_org/original_1_1.png,full_org/original_1_12.png,1,1,1,12
full_org/original_1_1.png,full_org/original_1_13.png,1,1,1,13
full_org/original_1_1.png,full_org/original_1_14.png,1,1,1,14
full_org/original_1_1.png,full_org/original_1_15.png,1,1,1,15
full_org/original_1_1.png,full_org/original_1_16.png,1,1,1,16
full_org/original_1_1.png,full_org/original_1_17.png,1,1,1,17
full_org/original_1_1.png,full_org/original_1_18.png,1,1,1,18
full_org/original_1_1.png,full_org/original_1_19.png,1,1,1,19
full_org/original_1_1.png,full_org/original_1_20.png,1,1,1,20
full_org/original_1_1.png,full_org/original_1_21.png,1,1,1,21
full_org/original_1_1.png,full_org/original_1_22.png,1,1,1,22
full_org/original_1_1.png,full_org/original_1_23.png,1,1,1,23
full_org/original_1_1.png,full_org/original_1_24.png,1,1,1,24
full_org/original_1_2.png,full_forg/forgeries_1_1.png,0,1,2,1
full_org/original_1_2.png,full_forg/forgeries_1_2.png,0,1,2,2
full_org/original_1_2.png,full_forg/forgeries_1_3.png,0,1,2,3
full_org/original_1_2.png,full_forg/forgeries_1_4.png,0,1,2,4
full_org/original_1_2.png,full_forg/forgeries_1_5.png,0,1,2,5
full_org/original_1_2.png,full_forg/forgeries_1_6.png,0,1,2,6
full_org/original_1_2.png,full_forg/forgeries_1_7.png,0,1,2,7
full_org/original_1_2.png,full_forg/forgeries_1_8.png,0,1,2,8
full_org/original_1_2.png,full_forg/forgeries_1_9.png,0,1,2,9
full_org/original_1_2.png,full_forg/forgeries_1_10.png,0,1,2,10
full_org/original_1_2.png,full_forg/forgeries_1_11.png,0,1,2,11
full_org/original_1_2.png,full_forg/forgeries_1_12.png,0,1,2,12
full_org/original_1_2.png,full_forg/forgeries_1_13.png,0,1,2,13
full_org/original_1_2.png,full_forg/forgeries_1_14.png,0,1,2,14
full_org/original_1_2.png,full_forg/forgeries_1_15.png,0,1,2,15
full_org/original_1_2.png,full_forg/forgeries_1_16.png,0,1,2,16
full_org/original_1_2.png,full_forg/forgeries_1_17.png,0,1,2,17
full_org/original_1_2.png,full_forg/forgeries_1_18.png,0,1,2,18
full_org/original_1_2.png,full_forg/forgeries_1_19.png,0,1,2,19
full_org/original_1_2.png,full_forg/forgeries_1_20.png,0,1,2,20
full_org/original_1_2.png,full_forg/forgeries_1_21.png,0,1,2,21
full_org/original_1_2.png,full_forg/forgeries_1_22.png,0,1,2,22
full_org/original_1_2.png,full_forg/forgeries_1_23.png,0,1,2,23
full_org/original_1_2.png,full_forg/forgeries_1_24.png,0,1,2,24
full_org/original_1_2.png,full_org/original_1_1.png,1,1,2,1
full_org/original_1_2.png,full_org/original_1_3.png,1,1,2,3
full_org/original_1_2.png,full_org/original_1_4.png,1,1,2,4
full_org/original_1_2.png,full_org/original_1_5.png,1,1,2,5
full_org/original_1_2.png,full_org/original_1_6.png,1,1,2,6
full_org/original_1_2.png,full_org/original_1_7.png,1,1,2,7
full_org/original_1_2.png,full_org/original_1_8.png,1,1,2,8
full_org/original_1_2.png,full_org/original_1_9.png,1,1,2,9
full_org/original_1_2.png,full_org/original_1_10.png,1,1,2,10
full_org/original_1_2.png,full_org/original_1_11.png,1,1,2,11
full_org/original_1_2.png,full_org/original_1_12.png,1,1,2,12
full_org/original_1_2.png,full_org/original_1_13.png,1,1,2,13
full_org/original_1_2.png,full_org/original_1_14.png,1,1,2,14
full_org/original_1_2.png,full_org/original_1_15.png,1,1,2,15
full_org/original_1_2.png,full_org/original_1_16.png,1,1,2,16
full_org/original_1_2.png,full_org/original_1_17.png,1,1,2,17
full_org/original_1_2.png,full_org/original_1_18.png,1,1,2,18
full_org/original_1_2.png,full_org/original_1_19.png,1,1,2,19
full_org/original_1_2.png,full_org/original_1_20.png,1,1,2,20
full_org/original_1_2.png,full_org/original_1_21.png,1,1,2,21
full_org/original_1_2.png,full_org/original_1_22.png,1,1,2,22
full_org/original_1_2.png,full_org/original_1_23.png,1,1,2,23
full_org/original_1_2.png,full_org/original_1_24.png,1,1,2,24
full_org/original_1_3.png,full_forg/forgeries_1_1.png,0,1,3,1
full_org/original_1_3.png,full_forg/forgeries_1_2.png,0,1,3,2
full_org/original_1_3.png,full_forg/forgeries_1_3.png,0,1,3,3
full_org/original_1_3.png,full_forg/forgeries_1_4.png,0,1,3,4
full_org/original_1_3.png,full_forg/forgeries_1_5.png,0,1,3,5
full_org/original_1_3.png,full_forg/forgeries_1_6.png,0,1,3,6
full_org/original_1_3.png,full_forg/forgeries_1_7.png,0,1,3,7
full_org/original_1_3.png,full_forg/forgeries_1_8.png,0,1,3,8
full_org/original_1_3.png,full_forg/forgeries_1_9.png,0,1,3,9
full_org/original_1_3.png,full_forg/forgeries_1_10.png,0,1,3,10
full_org/original_1_3.png,full_forg/forgeries_1_11.png,0,1,3,11
full_org/original_1_3.png,full_forg/forgeries_1_12.png,0,1,3,12
full_org/original_1_3.png,full_forg/forgeries_1_13.png,0,1,3,13
full_org/original_1_3.png,full_forg/forgeries_1_14.png,0,1,3,14
full_org/original_1_3.png,full_forg/forgeries_1_15.png,0,1,3,15
full_org/original_1_3.png,full_forg/forgeries_1_16.png,0,1,3,16
full_org/original_1_3.png,full_forg/forgeries_1_17.png,0,1,3,17
full_org/original_1_3.png,full_forg/forgeries_1_18.png,0,1,3,18
full_org/original_1_3.png,full_forg/forgeries_1_19.png,0,1,3,19
full_org/original_1_3.png,full_forg/forgeries_1_20.png,0,1,3,20
full_org/original_1_3.png,full_forg/forgeries_1_21.png,0,1,3,21
full_org/original_1_3.png,full_forg/forgeries_1_22.png,0,1,3,22
full_org/original_1_3.png,full_forg/forgeries_1_23.png,0,1,3,23
full_org/original_1_3.png,full_forg/forgeries_1_24.png,0,1,3,24
full_org/original_1_3.png,full_org/original_1_1.png,1,1,3,1
full_org/original_1_3.png,full_org/original_1_2.png,1,1,3,2
full_org/original_1_3.png,full_org/original_1_4.png,1,1,3,4
full_org/original_1_3.png,full_org/original_1_5.png,1,1,3,5
full_org/original_1_3.png,full_org/original_1_6.png,1,1,3,6
full_org/original_1_3.png,full_org/original_1_7.png,1,1,3,7
full_org/original_1_3.png,full_org/original_1_8.png,1,1,3,8
full_org/original_1_3.png,full_org/original_1_9.png,1,1,3,9
full_org/original_1_3.png,full_org/original_1_10.png,1,1,3,10
full_org/original_1_3.png,full_org/original_1_11.png,1,1,3,11
full_org/original_1_3.png,full_org/original_1_12.png,1,1,3,12
full_org/original_1_3.png,full_org/original_1_13.png,1,1,3,13
full_org/original_1_3.png,full_org/original_1_14.png,1,1,3,14
full_org/original_1_3.png,full_org/original_1_15.png,1,1,3,15
full_org/original_1_3.png,full_org/original_1_16.png,1,1,3,16
full_org/original_1_3.png,full_org/original_1_17.png,1,1,3,17
full_org/original_1_3.png,full_org/original_1_18.png,1,1,3,18
full_org/original_1_3.png,full_org/original_1_19.png,1,1,3,19
full_org/original_1_3.png,full_org/original_1_20.png,1,1,3,20
full_org/original_1_3.png,full_org/original_1_21.png,1,1,3,21
full_org/original_1_3.png,full_org/original_1_22.png,1,1,3,22
full_org/original_1_3.png,full_org/original_1_23.png,1,1,3,23
full_org/original_1_3.png,full_org/original_1_24.png,1,1,3,24
full_org/original_1_4.png,full_forg/forgeries_1_1.png,0,1,4,1
full_org/original_1_4.png,full_forg/forgeries_1_2.png,0,1,4,2
full_org/original_1_4.png,full_forg/forgeries_1_3.png,0,1,4,3
full_org/original_1_4.png,full_forg/forgeries_1_4.png,0,1,4,4
full_org/original_1_4.png,full_forg/forgeries_1_5.png,0,1,4,5
full_org/original_1_4.png,full_forg/forgeries_1_6.png,0,1,4,6
full_org/original_1_4.png,full_forg/forgeries_1_7.png,0,1,4,7
full_org/original_1_4.png,full_forg/forgeries_1_8.png,0,1,4,8
full_org/original_1_4.png,full_forg/forgeries_1_9.png,0,1,4,9
full_org/original_1_4.png,full_forg/forgeries_1_10.png,0,1,4,10
full_org/original_1_4.png,full_forg/forgeries_1_11.png,0,1,4,11
full_org/original_1_4.png,full_forg/forgeries_1_12.png,0,1,4,12
full_org/original_1_4.png,full_forg/forgeries_1_13.png,0,1,4,13
full_org/original_1_4.png,full_forg/forgeries_1_14.png,0,1,4,14
full_org/original_1_4.png,full_forg/forgeries_1_15.png,0,1,4,15
full_org/original_1_4.png,full_forg/forgeries_1_16.png,0,1,4,16
full_org/original_1_4.png,full_forg/forgeries_1_17.png,0,1,4,17
full_org/original_1_4.png,full_forg/forgeries_1_18.png,0,1,4,18
full_org/original_1_4.png,full_forg/forgeries_1_19.png,0,1,4,19
full_org/original_1_4.png,full_forg/forgeries_1_20.png,0,1,4,20
full_org/original_1_4.png,full_forg/forgeries_1_21.png,0,1,4,21
full_org/original_1_4.png,full_forg/forgeries_1_22.png,0,1,4,22
full_org/original_1_4.png,full_forg/forgeries_1_23.png,0,1,4,23
full_org/original_1_4.png,full_forg/forgeries_1_24.png,0,1,4,24
full_org/original_1_4.png,full_org/original_1_1.png,1,1,4,1
full_org/original_1_4.png,full_org/original_1_2.png,1,1,4,2
full_org/original_1_4.png,full_org/original_1_3.png,1,1,4,3
full_org/original_1_4.png,full_org/original_1_5.png,1,1,4,5
full_org/original_1_4.png,full_org/original_1_6.png,1,1,4,6
full_org/original_1_4.png,full_org/original_1_7.png,1,1,4,7
full_org/original_1_4.png,full_org/original_1_8.png,1,1,4,8
full_org/original_1_4.png,full_org/original_1_9.png,1,1,4,9
full_org/original_1_4.png,full_org/original_1_10.png,1,1,4,10
full_org/original_1_4.png,full_org/original_1_11.png,1,1,4,11
full_org/original_1_4.png,full_org/original_1_12.png,1,1,4,12
full_org/original_1_4.png,full_org/original_1_13.png,1,1,4,13
full_org/original_1_4.png,full_org/original_1_14.png,1,1,4,14
full_org/original_1_4.png,full_org/original_1_15.png,1,1,4,15
full_org/original_1_4.png,full_org/original_1_16.png,1,1,4,16
full_org/original_1_4.png,full_org/original_1_17.png,1,1,4,17
full_org/original_1_4.png,full_org/original_1_18.png,1,1,4,18
full_org/original_1_4.png,full_org/original_1_19.png,1,1,4,19
full_org/original_1_4.png,full_org/original_1_20.png,1,1,4,20
full_org/original_1_4.png,full_org/original_1_21.png,1,1,4,21
full_org/original_1_4.png,full_org/original_1_22.png,1,1,4,22
full_org/original_1_4.png,full_org/original_1_23.png,1,1,4,23
full_org/original_1_4.png,full_org/original_1_24.png,1,1,4,24
full_org/original_1_5.png,full_forg/forgeries_1_1.png,0,1,5,1
full_org/original_1_5.png,full_forg/forgeries_1_2.png,0,1,5,2
full_org/original_1_5.png,full_forg/forgeries_1_3.png,0,1,5,3
full_org/original_1_5.png,full_forg/forgeries_1_4.png,0,1,5,4
full_org/original_1_5.png,full_forg/forgeries_1_5.png,0,1,5,5
full_org/original_1_5.png,full_forg/forgeries_1_6.png,0,1,5,6
full_org/original_1_5.png,full_forg/forgeries_1_7.png,0,1,5,7
